"Entry","Entry name","Status","Gene names","product","Length","Keywords","Protein families","Cross-reference (KEGG)",,,,,,,,,,
"P9WHN7","PTH_MYCTU","reviewed","pth Rv1014c MTCY10G2.35","Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)",191,"3D-structure;Complete proteome;Cytoplasm;Hydrolase;Reference proteome","PTH family","mtu:Rv1014c;",,,,,,,,,,
"P9WH75","RIR1_MYCTU","reviewed","nrdE Rv3051c MTV012.66c","Ribonucleoside-diphosphate reductase subunit alpha (EC 1.17.4.1) (Ribonucleotide reductase R1 subunit)",725,"ATP-binding;Allosteric enzyme;Complete proteome;DNA replication;Disulfide bond;Nucleotide-binding;Oxidoreductase;Reference proteome","Ribonucleoside diphosphate reductase large chain family","mtu:Rv3051c;",,,,,,,,,,
"P9WH73","RIR2A_MYCTU","reviewed","nrdF1 Rv1981c MTCY39.38","Ribonucleoside-diphosphate reductase subunit beta nrdF1 (EC 1.17.4.1) (Ribonucleotide reductase R2-1 small subunit) (Ribonucleotide reductase small subunit 1)",322,"Complete proteome;DNA replication;Iron;Metal-binding;Oxidoreductase;Reference proteome","Ribonucleoside diphosphate reductase small chain family","mtu:Rv1981c;",,,,,,,,,,
"P9WMQ9","PRIA_MYCTU","reviewed","priA Rv1402 MTCY21B4.19","Probable primosomal protein N' (EC 3.6.4.-) (ATP-dependent helicase PriA)",655,"ATP-binding;Complete proteome;DNA replication;DNA-binding;Helicase;Hydrolase;Metal-binding;Nucleotide-binding;Primosome;Reference proteome;Zinc;Zinc-finger","Helicase family"," PriA subfamily","mtu:Rv1402;",,,,,,,,,
"P9WK35","RISA_MYCTU","reviewed","ribE ribC Rv1412 MTCY21B4.29","Riboflavin synthase (RS) (EC 2.5.1.9)",201,"Complete proteome;Reference proteome;Repeat;Riboflavin biosynthesis;Transferase",,"mtu:Rv1412;",,,,,,,,,,
"O06582","PRPD_MYCTU","reviewed","prpD Rv1130 RVBD_1130 P425_01179","2-methylcitrate dehydratase (2-MC dehydratase) (EC 4.2.1.79) (Aconitate hydratase) (ACN) (Aconitase) (EC 4.2.1.3)",526,"Cholesterol metabolism;Complete proteome;Lipid metabolism;Lyase;Reference proteome;Steroid metabolism;Sterol metabolism;Tricarboxylic acid cycle","PrpD family","mtu:Rv1130;mtv:RVBD_1130;",,,,,,,,,,
"P9WGM1","PRRA_MYCTU","reviewed","prrA Rv0903c MTCY31.31c","Transcriptional regulatory protein PrrA",233,"3D-structure;Complete proteome;Cytoplasm;DNA-binding;Phosphoprotein;Reference proteome;Transcription;Transcription regulation;Two-component regulatory system",,"mtu:Rv0903c;",,,,,,,,,,
"P9WHE7","RL10_MYCTU","reviewed","rplJ Rv0651 MTCY20H10.32","50S ribosomal protein L10",178,"Complete proteome;RNA-binding;Reference proteome;Ribonucleoprotein;Ribosomal protein;rRNA-binding","Universal ribosomal protein uL10 family","mtu:Rv0651;",,,,,,,,,,
"P9WHM9","PUR2_MYCTU","reviewed","purD Rv0772 MTCY369.17","Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)",422,"ATP-binding;Complete proteome;Ligase;Magnesium;Manganese;Metal-binding;Nucleotide-binding;Purine biosynthesis;Reference proteome","GARS family","mtu:Rv0772;",,,,,,,,,,
"P9WFV9","SYE_MYCTU","reviewed","gltX gltS Rv2992c MTV012.06c","Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)",490,"3D-structure;ATP-binding;Aminoacyl-tRNA synthetase;Complete proteome;Cytoplasm;Ligase;Nucleotide-binding;Protein biosynthesis;Reference proteome","Class-I aminoacyl-tRNA synthetase family"," Glutamate--tRNA ligase type 1 subfamily","mtu:Rv2992c;mtv:RVBD_2992c;",,,,,,,,,
"P9WFV7","SYG_MYCTU","reviewed","glyQS glyS Rv2357c MTCY27.23 MTCY98.26","Glycine--tRNA ligase (EC 6.1.1.14) (Glycyl-tRNA synthetase) (GlyRS)",463,"ATP-binding;Acetylation;Aminoacyl-tRNA synthetase;Complete proteome;Cytoplasm;Ligase;Nucleotide-binding;Protein biosynthesis;Reference proteome","Class-II aminoacyl-tRNA synthetase family","mtu:Rv2357c;",,,,,,,,,,
"P9WFS1","TYPH_MYCTU","reviewed","deoA Rv3314c MTV016.14","Thymidine phosphorylase (EC 2.4.2.4) (TdRPase)",427,"Complete proteome;Glycosyltransferase;Reference proteome;Transferase","Thymidine/pyrimidine-nucleoside phosphorylase family","mtu:Rv3314c;",,,,,,,,,,
"P9WFV3","SYI_MYCTU","reviewed","ileS Rv1536 MTCY48.29c","Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)",1041,"ATP-binding;Aminoacyl-tRNA synthetase;Antibiotic resistance;Complete proteome;Cytoplasm;Ligase;Metal-binding;Nucleotide-binding;Protein biosynthesis;Reference proteome;Zinc","Class-I aminoacyl-tRNA synthetase family"," IleS type 2 subfamily","mtu:Rv1536;",,,,,,,,,
"P9WFZ1","TRMI_MYCTU","reviewed","trmI Rv2118c","tRNA (adenine(58)-N(1))-methyltransferase TrmI (EC 2.1.1.220) (tRNA(m1A58)-methyltransferase) (tRNA(m1A58)MTase)",280,"3D-structure;Complete proteome;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase;tRNA processing","Class I-like SAM-binding methyltransferase superfamily"," TRM61 family","mtu:Rv2118c;",,,,,,,,,
"P9WJ61","TUBOL_MYCTU","reviewed","Rv3378c","Diterpene synthase (Isotuberculosinol synthase) (EC 3.1.7.9) (Nosyberkol synthase) (Tuberculosinol synthase) (EC 3.1.7.8)",296,"3D-structure;Complete proteome;Hydrolase;Reference proteome","Diterpene synthase family","mtu:Rv3378c;",,,,,,,,,,
"P9WFY9","TRMB_MYCTU","reviewed","trmB Rv0208c MTCY08D5.03c","tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)",263,"Complete proteome;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase;tRNA processing","Class I-like SAM-binding methyltransferase superfamily"," TrmB family","mtu:Rv0208c;",,,,,,,,,
"O53699","STF0_MYCTU","reviewed","stf0 Rv0295c LH57_01610","Trehalose 2-sulfotransferase (EC 2.8.2.37)",267,"Carbohydrate metabolism;Complete proteome;Reference proteome;Transferase","Stf0 sulfotransferase family","mtu:Rv0295c;mtv:RVBD_0295c;",,,,,,,,,,
"P9WQI3","SUGC_MYCTU","reviewed","sugC Rv1238","Trehalose import ATP-binding protein SugC (EC 3.6.3.-)",393,"ATP-binding;Cell membrane;Complete proteome;Hydrolase;Membrane;Nucleotide-binding;Reference proteome;Sugar transport;Transport","ABC transporter superfamily","mtu:Rv1238;",,,,,,,,,,
"P9WFW1","SYC_MYCTU","reviewed","cysS cysS1 Rv3580c MTCY06G11.27c","Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)",469,"ATP-binding;Aminoacyl-tRNA synthetase;Complete proteome;Cytoplasm;Ligase;Metal-binding;Nucleotide-binding;Protein biosynthesis;Reference proteome;Zinc","Class-I aminoacyl-tRNA synthetase family","mtu:Rv3580c;",,,,,,,,,,
"P9WFU3","SYFA_MYCTU","reviewed","pheS Rv1649 MTCY06H11.14","Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)",341,"ATP-binding;Aminoacyl-tRNA synthetase;Complete proteome;Cytoplasm;Ligase;Magnesium;Metal-binding;Nucleotide-binding;Protein biosynthesis;Reference proteome","Class-II aminoacyl-tRNA synthetase family"," Phe-tRNA synthetase alpha subunit type 1 subfamily","mtu:Rv1649;mtv:RVBD_1649;",,,,,,,,,
"P9WLG1","STF3_MYCTU","reviewed","stf3 Rv2267c MTCY339.43","PAPS-dependent sulfotransferase Stf3 (EC 2.8.2.-)",388,"Complete proteome;Reference proteome;Transferase","Stf3 family","mtu:Rv2267c;",,,,,,,,,,
"P9WHH5","STHA_MYCTU","reviewed","sthA Rv2713 MTCY05A6.34","Probable soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])",468,"Complete proteome;Cytoplasm;FAD;Flavoprotein;NAD;NADP;Oxidoreductase;Reference proteome","Class-I pyridine nucleotide-disulfide oxidoreductase family","mtu:Rv2713;mtv:RVBD_2713;",,,,,,,,,,
"P9WG01","SUGB_MYCTU","reviewed","sugB Rv1237","Trehalose transport system permease protein SugB",274,"Cell membrane;Complete proteome;Membrane;Reference proteome;Sugar transport;Transmembrane;Transmembrane helix;Transport","Binding-protein-dependent transport system permease family","mtu:Rv1237;mtv:RVBD_1237;",,,,,,,,,,
"E2FZM4","SOCA_MYCTU","reviewed","socA Rv1706c.1","Uncharacterized protein SocA (Small ORF induced by copper A)",61,"Complete proteome;Reference proteome;Signal",,,,,,,,,,,,
"E2FZM5","SOCB_MYCTU","reviewed","socB Rv1706c.2","Uncharacterized protein SocB (Small ORF induced by copper B)",54,"Complete proteome;Reference proteome",,,,,,,,,,,,
"P9WG91","STP_MYCTU","reviewed","stp Rv2333c","Multidrug resistance protein Stp (Spectinomycin tetracycline efflux pump)",537,"Antibiotic resistance;Cell membrane;Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport","Major facilitator superfamily"," EmrB family","mtu:Rv2333c;",,,,,,,,,
"P9WFS7","TSAE_MYCTU","reviewed","tsaE Rv3422c MTCY78.07","tRNA threonylcarbamoyladenosine biosynthesis protein TsaE (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaE)",168,"ATP-binding;Complete proteome;Cytoplasm;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;tRNA processing","TsaE family","mtu:Rv3422c;mtv:RVBD_3422c;",,,,,,,,,,
"P9WFY7","TRMD_MYCTU","reviewed","trmD Rv2906c MTCY274.37c","tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)",230,"Complete proteome;Cytoplasm;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase;tRNA processing","RNA methyltransferase TrmD family","mtu:Rv2906c;",,,,,,,,,,
"P9WGC5","SUCC_MYCTU","reviewed","sucC Rv0951 MTCY10D7.23c","Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)",387,"ATP-binding;Complete proteome;Ligase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Tricarboxylic acid cycle","Succinate/malate CoA ligase beta subunit family","mtu:Rv0951;",,,,,,,,,,
"P9WPH1","RIBD_MYCTU","reviewed","ribD ribG Rv1409 MTCY21B4.26","Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase (DRAP deaminase) (EC 3.5.4.26) (Riboflavin-specific deaminase); 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193) (HTP reductase)]",339,"Complete proteome;Hydrolase;Metal-binding;Multifunctional enzyme;NADP;Oxidoreductase;Reference proteome;Riboflavin biosynthesis;Zinc","Cytidine and deoxycytidylate deaminase family; HTP reductase family","mtu:Rv1409;",,,,,,,,,,
"P9WHX9","PPE61_MYCTU","reviewed","PPE61 Rv3532","Uncharacterized PPE family protein PPE61",406,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv3532;",,,,,,,,,,
"P9WHX7","PPE62_MYCTU","reviewed","PPE62 Rv3533c","Uncharacterized PPE family protein PPE62",582,"Complete proteome;Reference proteome;Signal","Mycobacterial PPE family","mtu:Rv3533c;",,,,,,,,,,
"P9WI19","PPE22_MYCTU","reviewed","PPE22 Rv1705c","Uncharacterized PPE family protein PPE22",385,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv1705c;",,,,,,,,,,
"P9WHX3","PPE65_MYCTU","reviewed","PPE65 Rv3621c","Uncharacterized PPE family protein PPE65",413,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv3621c;",,,,,,,,,,
"P9WHX1","PPE66_MYCTU","reviewed","PPE66 Rv3738c","Uncharacterized PPE family protein PPE66",315,"Cell membrane;Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix","Mycobacterial PPE family","mtu:Rv3738c;mtv:RVBD_3738c;",,,,,,,,,,
"Q79FK6","PPE26_MYCTU","reviewed","PPE26 Rv1789 LH57_09780","PPE family protein PPE26",393,"Complete proteome;Reference proteome;Virulence","Mycobacterial PPE family","mtu:Rv1789;mtv:RVBD_1789;",,,,,,,,,,
"P9WI11","PPE28_MYCTU","reviewed","PPE28 Rv1800","Uncharacterized PPE family protein PPE28",655,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv1800;",,,,,,,,,,
"P9WI03","PPE33_MYCTU","reviewed","PPE33 Rv1809","Uncharacterized PPE family protein PPE33",468,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv1809;",,,,,,,,,,
"Q79FH3","PPE37_MYCTU","reviewed","PPE37 Rv2123","Uncharacterized PPE family protein PPE37",473,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv2123;",,,,,,,,,,
"P9WHZ9","PPE38_MYCTU","reviewed","PPE38 Rv2352c","Uncharacterized PPE family protein PPE38",391,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv2352c;",,,,,,,,,,
"P9WHZ7","PPE40_MYCTU","reviewed","PPE40 Rv2356c","Uncharacterized PPE family protein PPE40",615,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtv:RVBD_2356c;",,,,,,,,,,
"Q79FE1","PPE41_MYCTU","reviewed","PPE41 Rv2430c LH57_13290","PPE family protein PPE41",194,"3D-structure;Complete proteome;Reference proteome;Secreted;Virulence","Mycobacterial PPE family","mtu:Rv2430c;mtv:RVBD_2430c;",,,,,,,,,,
"P9WHZ3","PPE44_MYCTU","reviewed","PPE44 Rv2770c","Uncharacterized PPE family protein PPE44",382,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv2770c;",,,,,,,,,,
"P9WHW3","PPIA_MYCTU","reviewed","ppiA Rv0009 MTCY10H4.08","Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin) (Rotamase A)",182,"3D-structure;Complete proteome;Cytoplasm;Isomerase;Reference proteome;Rotamase","Cyclophilin-type PPIase family","mtu:Rv0009;",,,,,,,,,,
"P9WHU5","RIPB_MYCTU","reviewed","ripB Rv1478","Peptidoglycan endopeptidase RipB (EC 3.4.-.-) (Macrophage invasion and intracellular persistence protein B) (Resuscitation-promoting factor interaction partner B) (Rpf-interacting protein B)",241,"3D-structure;Cell wall biogenesis/degradation;Complete proteome;Hydrolase;Protease;Reference proteome;Signal;Thiol protease","Peptidase C40 family","mtu:Rv1478;",,,,,,,,,,
"P9WHM5","PUR3_MYCTU","reviewed","purN Rv0956","Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)",215,"3D-structure;Complete proteome;Magnesium;Metal-binding;Purine biosynthesis;Reference proteome;Transferase","GART family","mtu:Rv0956;",,,,,,,,,,
"P9WHM7","PUR9_MYCTU","reviewed","purH Rv0957 MTCY10D7.17c","Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]",523,"3D-structure;Complete proteome;Hydrolase;Multifunctional enzyme;Purine biosynthesis;Reference proteome;Transferase","PurH family","mtu:Rv0957;",,,,,,,,,,
"P9WHB7","RL24_MYCTU","reviewed","rplX Rv0715 MTCY210.34","50S ribosomal protein L24",105,"3D-structure;Complete proteome;RNA-binding;Reference proteome;Ribonucleoprotein;Ribosomal protein;rRNA-binding","Universal ribosomal protein uL24 family","mtu:Rv0715;",,,,,,,,,,
"P9WHB5","RL25_MYCTU","reviewed","rplY ctc Rv1015c MTCY10G2.34","50S ribosomal protein L25 (General stress protein CTC)",215,"3D-structure;Complete proteome;RNA-binding;Reference proteome;Ribonucleoprotein;Ribosomal protein;rRNA-binding","Bacterial ribosomal protein bL25 family"," CTC subfamily","mtu:Rv1015c;",,,,,,,,,
"P9WI83","PKNA_MYCTU","reviewed","pknA Rv0015c MTCY10H4.15c","Serine/threonine-protein kinase PknA (EC 2.7.11.1)",431,"3D-structure;ATP-binding;Cell membrane;Complete proteome;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Serine/threonine-protein kinase;Transferase;Transmembrane;Transmembrane helix;Virulence","Protein kinase superfamily"," Ser/Thr protein kinase family","mtu:Rv0015c;",,,,,,,,,
"P9WFQ7","PLPHP_MYCTU","reviewed","Rv2148c MTCY270.20","Pyridoxal phosphate homeostasis protein (PLP homeostasis protein)",258,"Complete proteome;Pyridoxal phosphate;Reference proteome","Pyridoxal phosphate-binding protein YggS/PROSC family","mtu:Rv2148c;mtv:RVBD_2148c;",,,,,,,,,,
"O07434","RICR_MYCTU","reviewed","ricR Rv0190 RVBD_0190 LH57_01055 P425_00198","Copper-sensing transcriptional repressor RicR (Regulated in copper repressor)",96,"Acetylation;Complete proteome;Copper;Cytoplasm;DNA-binding;Metal-binding;Reference proteome;Repressor;Transcription;Transcription regulation","CsoR family","mtu:Rv0190;mtv:RVBD_0190;",,,,,,,,,,
"P9WH19","RIMM_MYCTU","reviewed","rimM Rv2907c MTCY274.38c","Ribosome maturation factor RimM",176,"Chaperone;Complete proteome;Cytoplasm;Reference proteome;Ribosome biogenesis","RimM family","mtu:Rv2907c;",,,,,,,,,,
"P9WI49","PPE01_MYCTU","reviewed","PPE1 Rv0096 MTCY251.15","Uncharacterized PPE family protein PPE1",463,"Cell membrane;Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix","Mycobacterial PPE family","mtu:Rv0096;",,,,,,,,,,
"P9WI47","PPE02_MYCTU","reviewed","PPE2 Rv0256c","Uncharacterized PPE family protein PPE2",556,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv0256c;mtv:RVBD_0256c;",,,,,,,,,,
"P9WI39","PPE11_MYCTU","reviewed","PPE11 Rv0453","Uncharacterized PPE family protein PPE11",518,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv0453;",,,,,,,,,,
"P9WI35","PPE13_MYCTU","reviewed","PPE13 Rv0878c MTCY31.06c","Uncharacterized PPE family protein PPE13",443,"Cell membrane;Complete proteome;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix","Mycobacterial PPE family","mtu:Rv0878c;",,,,,,,,,,
"P9WI33","PPE14_MYCTU","reviewed","PPE14 Rv0915c","Uncharacterized PPE family protein PPE14",423,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv0915c;",,,,,,,,,,
"P9WI31","PPE15_MYCTU","reviewed","PPE15 mper1 Rv1039c","PPE family protein PPE15 (Mycobacterial perilipin-1) (MPER1)",391,"3D-structure;Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv1039c;",,,,,,,,,,
"P9WI29","PPE16_MYCTU","reviewed","PPE16 Rv1135c","Uncharacterized PPE family protein PPE16",618,"Complete proteome;Reference proteome;Signal","Mycobacterial PPE family","mtu:Rv1135c;",,,,,,,,,,
"P9WI27","PPE17_MYCTU","reviewed","PPE17 Rv1168c","Uncharacterized PPE family protein PPE17",346,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv1168c;",,,,,,,,,,
"L7N675","PPE18_MYCTU","reviewed","PPE18 Rv1196 LH57_06560","PPE family protein PPE18",391,"Cell wall;Complete proteome;Reference proteome;Secreted;Virulence","Mycobacterial PPE family","mtu:Rv1196;mtv:RVBD_1196;",,,,,,,,,,
"P9WI25","PPE19_MYCTU","reviewed","PPE19 Rv1361c MTCY02B10.25c","Uncharacterized PPE family protein PPE19",396,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv1361c;",,,,,,,,,,
"P9WI23","PPE20_MYCTU","reviewed","PPE20 Rv1387","Uncharacterized PPE family protein PPE20",539,"Complete proteome;Reference proteome;Secreted","Mycobacterial PPE family","mtu:Rv1387;",,,,,,,,,,
"P9WI21","PPE21_MYCTU","reviewed","PPE21 Rv1548c MTCY48.17","Uncharacterized PPE family protein PPE21",678,"Cell membrane;Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix","Mycobacterial PPE family","mtu:Rv1548c;",,,,,,,,,,
"P9WHX5","PPE63_MYCTU","reviewed","PPE63 Rv3539","Uncharacterized PPE family protein PPE63",479,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv3539;",,,,,,,,,,
"P9WI17","PPE23_MYCTU","reviewed","PPE23 Rv1706c","Uncharacterized PPE family protein PPE23",394,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv1706c;",,,,,,,,,,
"P9WI15","PPE24_MYCTU","reviewed","PPE24 Rv1753c","Uncharacterized PPE family protein PPE24",1053,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv1753c;mtv:RVBD_1753c;",,,,,,,,,,
"P9WI13","PPE25_MYCTU","reviewed","PPE25 Rv1787","Uncharacterized PPE family protein PPE25",365,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv1787;",,,,,,,,,,
"P9WHW9","PPE68_MYCTU","reviewed","PPE68 Rv3873","PPE family immunomodulator PPE68",368,"Cell membrane;Cell wall;Complete proteome;Membrane;Reference proteome;Secreted;Virulence","Mycobacterial PPE family","mtu:Rv3873;",,,,,,,,,,
"P9WI09","PPE29_MYCTU","reviewed","PPE29 Rv1801","Uncharacterized PPE family protein PPE29",423,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv1801;",,,,,,,,,,
"P9WHZ5","PPE42_MYCTU","reviewed","PPE42 Rv2608","Uncharacterized PPE family protein PPE42",580,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv2608;",,,,,,,,,,
"P9WIN1","PPGK_MYCTU","reviewed","ppgK Rv2702 MTCY05A6.23","Polyphosphate glucokinase (Poly(P) glucokinase) (EC 2.7.1.63) (ATP-dependent glucokinase) (EC 2.7.1.2) (Polyphosphate--glucose phosphotransferase)",265,"ATP-binding;Complete proteome;Kinase;Nucleotide-binding;Reference proteome;Transferase","ROK (NagC/XylR) family","mtu:Rv2702;",,,,,,,,,,
"P9WHZ1","PPE45_MYCTU","reviewed","PPE45 Rv2892c MTCY274.23c","Uncharacterized PPE family protein PPE45",408,"Cell membrane;Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix","Mycobacterial PPE family","mtu:Rv2892c;mtv:RVBD_2892c;",,,,,,,,,,
