"PATRIC ID","locus_tag","Feature ID","Start","End","Length","Strand","FIGfam ID","PATRIC genus-specific families (PLfams)","Protein ID","AA Length","Gene Symbol","product","GO"
"fig|83332.12.peg.1098","Rv0985c","PATRIC.83332.12.NC_000962.CDS.1101025.1101480.rev",1101025,1101480,456,"-","FIG00000518","PLF_1763_00001478","NP_215500.1",151,"mscL","Large-conductance mechanosensitive channel","GO:0005216|ion channel activity;GO:0006810|transport;GO:0016020|membrane"
"fig|83332.12.peg.1099",,"PATRIC.83332.12.NC_000962.CDS.1101484.1101642.fwd",1101484,1101642,159,"+",,"PLF_1763_00040380",,52,,"hypothetical protein",
"fig|83332.12.peg.1100","Rv0986","PATRIC.83332.12.NC_000962.CDS.1101803.1102549.fwd",1101803,1102549,747,"+","FIG00010870","PLF_1763_00002958","NP_215501.1",248,,"AttE component of AttEFGH ABC transport system",
"fig|83332.12.peg.1101","Rv0987","PATRIC.83332.12.NC_000962.CDS.1102542.1105109.fwd",1102542,1105109,2568,"+","FIG00009918","PLF_1763_00001794","NP_215502.1",855,,"AttF component of AttEFGH ABC transport system / AttG component of AttEFGH ABC transport system",
"fig|83332.12.peg.1102","Rv0988","PATRIC.83332.12.NC_000962.CDS.1105116.1106276.fwd",1105116,1106276,1161,"+","FIG00029303","PLF_1763_00002872","NP_215503.1",386,,"AttH component of AttEFGH ABC transport system",
"fig|83332.12.peg.1103","Rv0989c","PATRIC.83332.12.NC_000962.CDS.1106405.1107382.rev",1106405,1107382,978,"-","FIG01306569","PLF_1763_00002791","NP_215504.1",325,"grcC2","Solanesyl diphosphate synthase (EC 2.5.1.11)",
"fig|83332.12.peg.1104","Rv0990c","PATRIC.83332.12.NC_000962.CDS.1107443.1108099.rev",1107443,1108099,657,"-","FIG00821617","PLF_1763_00007267","NP_215505.1",218,,"Heat shock protein 22.5 (Hsp22.5)",
"fig|83332.12.peg.1105","Rv0991c","PATRIC.83332.12.NC_000962.CDS.1108172.1108504.rev",1108172,1108504,333,"-","FIG00661702","PLF_1763_00003195","NP_215506.1",110,,"Putative regulatory protein, FmdB family",
"fig|83332.12.peg.1106","Rv0992c","PATRIC.83332.12.NC_000962.CDS.1108578.1109303.rev",1108578,1109303,726,"-","FIG00000252","PLF_1763_00342508","NP_215507.1",241,,"5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)","GO:0030272|5-formyltetrahydrofolate cyclo-ligase activity"
"fig|83332.12.peg.1107","Rv0993","PATRIC.83332.12.NC_000962.CDS.1109272.1110192.fwd",1109272,1110192,921,"+","FIG00000108","PLF_1763_00000391","NP_215508.1",306,"galU","UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)","GO:0003983|UTP:glucose-1-phosphate uridylyltransferase activity"
"fig|83332.12.peg.1108","Rv0994","PATRIC.83332.12.NC_000962.CDS.1110278.1111549.fwd",1110278,1111549,1272,"+","FIG00018218","PLF_1763_00000314","YP_177776.1",423,"moeA1","Molybdopterin molybdenumtransferase (EC 2.10.1.1)","GO:0061599|molybdopterin molybdotransferase activity"
"fig|83332.12.peg.1109","Rv0995","PATRIC.83332.12.NC_000962.CDS.1111612.1112223.fwd",1111612,1112223,612,"+","FIG00000756","PLF_1763_00000845","NP_215510.1",203,"rimJ","Ribosomal-protein-S5p-alanine acetyltransferase (EC 2.3.1.128)","GO:0008999|ribosomal-protein-alanine N-acetyltransferase activity"
"fig|83332.12.peg.1110","Rv0996","PATRIC.83332.12.NC_000962.CDS.1112384.1113460.fwd",1112384,1113460,1077,"+","FIG00662132","PLF_1763_00001774","NP_215511.1",358,,"FIG037137: Putative conserved transmembrane protein",
"fig|83332.12.peg.1111",,"PATRIC.83332.12.NC_000962.CDS.1114173.1114382.rev",1114173,1114382,210,"-","FIG00821496","PLF_1763_00003212",,69,,"hypothetical protein",
"fig|83332.12.peg.1112",,"PATRIC.83332.12.NC_000962.CDS.1114386.1114778.rev",1114386,1114778,393,"-","FIG01346564","PLF_1763_00004049",,130,,"hypothetical protein",
"fig|83332.12.peg.1113","Rv0998","PATRIC.83332.12.NC_000962.CDS.1114799.1115749.fwd",1114799,1115749,951,"+","FIG01328426","PLF_1763_00088453","NP_215513.1",316,,"Protein lysine acetyltransferase Pat (EC 2.3.1.-), Mycobacterial type","GO:0004147|dihydrolipoamide branched chain acyltransferase activity;GO:0004147|sterol O-acyltransferase activity;GO:0004147|N-acetyltransferase activity;GO:0004147|O-acyltransferase activity;GO:0004147|palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase activity;GO:0004147|carnitine O-acyltransferase activity;GO:0004147|acetyltransferase activity;GO:0004147|C-acyltransferase activity;GO:0004147|palmitoyltransferase activity;GO:0004147|N-acyltransferase activity;GO:0004147|acylglycerol O-acyltransferase activity;GO:0004147|serine O-acyltransferase activity;GO:0004147|O-acetyltransferase activity;GO:0004147|O-octanoyltransferase activity;GO:0004147|octanoyltransferase activity;GO:0004147|O-palmitoyltransferase activity;GO:0004147|S-acyltransferase activity;GO:0004147|S-acetyltransferase activity;GO:0004147|S-malonyltransferase activity;GO:0004147|malonyltransferase activity;GO:0004147|C-palmitoyltransferase activity;GO:0004147|succinyltransferase activity;GO:0004147|N-succinyltransferase activity;GO:0004147|O-succinyltransferase activity;GO:0004147|S-succinyltransferase activity;GO:0004147|sinapoyltransferase activity;GO:0004147|O-sinapoyltransferase activity;GO:0004147|peptidyl-lysine N6-myristoyltransferase activity;GO:0004147|peptidyl-lysine N6-palmitoyltransferase activity;GO:0004147|benzoyl acetate-CoA thiolase activity;GO:0004147|3-hydroxybutyryl-CoA thiolase activity;GO:0004147|3-ketopimelyl-CoA thiolase activity;GO:0004147|N-palmitoyltransferase activity;GO:0004147|myristoyltransferase activity;GO:0004147|acyl-CoA N-acyltransferase activity;GO:0004147|protein-cysteine S-myristoyltransferase activity;GO:0004147|protein-cysteine S-acyltransferase activity;GO:0004147|dihydrolipoamide S-acyltransferase activity;GO:0004147|glucosaminyl-phosphotidylinositol O-acyltransferase activity;GO:0004147|ergosterol O-acyltransferase activity;GO:0004147|lanosterol O-acyltransferase activity;GO:0004147|naphthyl-2-oxomethyl-succinyl-CoA succinyl transferase activity;GO:0004147|2,4,4-trimethyl-3-oxopentanoyl-CoA 2-C-propanoyl transferase activity;GO:0004147|2-methylhexanoyl-CoA C-acetyltransferase activity;GO:0004147|butyryl-CoA 2-C-propionyltransferase activity;GO:0004147|2,6-dimethyl-5-methylene-3-oxo-heptanoyl-CoA C-acetyltransferase activity;GO:0004147|L-2-aminoadipate N-acetyltransferase activity;GO:0004147|UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase activity;GO:0004147|keto acid formate lyase activity;GO:0004147|Ras palmitoyltransferase activity;GO:0004147|azetidine-2-carboxylic acid acetyltransferase activity;GO:0004147|peptidyl-lysine N-acetyltransferase activity, acting on acetyl phosphate as donor;GO:0004147|acetyl-CoA:L-lysine N6-acetyltransferase"
"fig|83332.12.peg.1114","Rv0999","PATRIC.83332.12.NC_000962.CDS.1115767.1116525.fwd",1115767,1116525,759,"+","FIG00820854","PLF_1763_00161907","NP_215514.1",252,,"hypothetical protein",
"fig|83332.12.peg.1115","Rv1000c","PATRIC.83332.12.NC_000962.CDS.1116531.1117148.rev",1116531,1117148,618,"-","FIG00001574","PLF_1763_00002155","YP_177777.1",205,,"Alkylated DNA repair protein AlkB",
"fig|83332.12.peg.1116","Rv1001","PATRIC.83332.12.NC_000962.CDS.1117185.1118393.fwd",1117185,1118393,1209,"+","FIG00001104","PLF_1763_00001085","NP_215517.1",402,"arcA","Arginine deiminase (EC 3.5.3.6)","GO:0016990|arginine deiminase activity"
"fig|83332.12.peg.1117","Rv1002c","PATRIC.83332.12.NC_000962.CDS.1118428.1119939.rev",1118428,1119939,1512,"-","FIG00818075","PLF_1763_00000704","NP_215518.1",503,,"Protein-O-mannosyltransferase",
"fig|83332.12.peg.1118","Rv1003","PATRIC.83332.12.NC_000962.CDS.1120022.1120879.fwd",1120022,1120879,858,"+","FIG00000260","PLF_1763_00001336","NP_215519.1",285,,"16S rRNA (cytidine(1402)-2'-O)-methyltransferase (EC 2.1.1.198)",
"fig|83332.12.peg.1119","Rv1004c","PATRIC.83332.12.NC_000962.CDS.1120889.1122097.rev",1120889,1122097,1209,"-","FIG01348520","PLF_1763_00003781","NP_215520.1",402,,"elastin",
"fig|83332.12.peg.1120","Rv1005c","PATRIC.83332.12.NC_000962.CDS.1122222.1123847.rev",1122222,1123847,1626,"-","FIG00341164","PLF_1763_00000708","NP_215521.1",541,"pabB","Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)",
"fig|83332.12.peg.1121","Rv1006","PATRIC.83332.12.NC_000962.CDS.1123831.1125417.fwd",1123831,1125417,1587,"+","FIG00820565","PLF_1763_00003054","NP_215522.1",528,,"hypothetical protein",
"fig|83332.12.peg.1122","Rv1007c","PATRIC.83332.12.NC_000962.CDS.1125444.1127003.rev",1125444,1127003,1560,"-","FIG01265301","PLF_1763_00000598","NP_215523.1",519,"metG","Methionyl-tRNA synthetase (EC 6.1.1.10)","GO:0004825|methionine-tRNA ligase activity"
"fig|83332.12.peg.1123","Rv1008","PATRIC.83332.12.NC_000962.CDS.1127089.1127883.fwd",1127089,1127883,795,"+","FIG00000184","PLF_1763_00000895","NP_215524.1",264,"tatD","Uncharacterized metal-dependent hydrolase YcfH",
"fig|83332.12.peg.1124","Rv1009","PATRIC.83332.12.NC_000962.CDS.1128091.1129179.fwd",1128091,1129179,1089,"+","FIG00615230","PLF_1763_00000374","NP_215525.1",362,"rpfB","Resuscitation-promoting factor RpfB",
"fig|83332.12.peg.1125","Rv1010","PATRIC.83332.12.NC_000962.CDS.1129152.1130105.fwd",1129152,1130105,954,"+","FIG01958812","PLF_1763_00001006","NP_215526.1",317,"ksgA","SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)",
"fig|83332.12.peg.1126","Rv1011","PATRIC.83332.12.NC_000962.CDS.1130155.1131111.fwd",1130155,1131111,957,"+","FIG00000377","PLF_1763_00001128","NP_215527.1",318,"ispE","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)","GO:0050515|4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity"
"fig|83332.12.peg.1127","Rv1013","PATRIC.83332.12.NC_000962.CDS.1131625.1133259.fwd",1131625,1133259,1635,"+","FIG00018699","PLF_1763_00000205","NP_215529.1",544,"pks16","CoA ligase",
"fig|83332.12.peg.1128","Rv1014c","PATRIC.83332.12.NC_000962.CDS.1133333.1133908.rev",1133333,1133908,576,"-","FIG00000151","PLF_1763_00001000","NP_215530.1",191,"pth","Peptidyl-tRNA hydrolase (EC 3.1.1.29)","GO:0004045|aminoacyl-tRNA hydrolase activity"
"fig|83332.12.peg.1129","Rv1015c","PATRIC.83332.12.NC_000962.CDS.1133921.1134568.rev",1133921,1134568,648,"-","FIG00001896","PLF_1763_00001775","NP_215531.1",215,"rplY","LSU ribosomal protein L25p","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation;GO:0008097|5S rRNA binding"
"fig|83332.12.peg.1130","Rv1016c","PATRIC.83332.12.NC_000962.CDS.1134785.1135300.rev",1134785,1135300,516,"-","FIG00947911","PLF_1763_00002380","NP_215532.1",171,"lpqT","Lipoprotein LpqT",
"fig|83332.12.peg.1131",,"PATRIC.83332.12.NC_000962.CDS.1135308.1135490.fwd",1135308,1135490,183,"+","FIG01433675","PLF_1763_00003970",,60,,"hypothetical protein",
"fig|83332.12.peg.1132","Rv1017c","PATRIC.83332.12.NC_000962.CDS.1135501.1136481.rev",1135501,1136481,981,"-","FIG00096830","PLF_1763_00000417","NP_215533.1",326,"prsA","Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)","GO:0004749|ribose phosphate diphosphokinase activity"
"fig|83332.12.peg.1133","Rv1018c","PATRIC.83332.12.NC_000962.CDS.1136573.1138060.rev",1136573,1138060,1488,"-","FIG00000353","PLF_1763_00001066","NP_215534.1",495,"glmU","N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)","GO:0003977|UDP-N-acetylglucosamine diphosphorylase activity;GO:0019134|glucosamine-1-phosphate N-acetyltransferase activity"
"fig|83332.12.peg.1134",,"PATRIC.83332.12.NC_000962.CDS.1138160.1138303.fwd",1138160,1138303,144,"+","FIG00825222","PLF_1763_00003863",,47,,"hypothetical protein",
"fig|83332.12.peg.1135","Rv1019","PATRIC.83332.12.NC_000962.CDS.1138315.1138908.fwd",1138315,1138908,594,"+","FIG00554417","PLF_1763_00001170","NP_215535.1",197,,"Transcriptional regulator, AcrR family",
"fig|83332.12.peg.1136","Rv1020","PATRIC.83332.12.NC_000962.CDS.1138967.1142671.fwd",1138967,1142671,3705,"+","FIG00067681","PLF_1763_00000213","NP_215536.1",1234,"mfd","Transcription-repair coupling factor","GO:0003676|nucleic acid binding;GO:0003700|transcription factor activity;GO:0004386|helicase activity;GO:0005524|ATP binding;GO:0008026|ATP-dependent helicase activity"
"fig|83332.12.peg.1137","Rv1021","PATRIC.83332.12.NC_000962.CDS.1142668.1143648.fwd",1142668,1143648,981,"+","FIG00002974","PLF_1763_00001142","NP_215537.1",326,,"Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)",
"fig|83332.12.peg.1138","Rv1022","PATRIC.83332.12.NC_000962.CDS.1143736.1144467.fwd",1143736,1144467,732,"+","FIG00997321","PLF_1763_00001211","NP_215538.1",243,"lpqU","Lipoprotein LpqU",
"fig|83332.12.peg.1139","Rv1023","PATRIC.83332.12.NC_000962.CDS.1144564.1145853.fwd",1144564,1145853,1290,"+","FIG00000118","PLF_1763_00044682","NP_215539.1",429,"eno","Enolase (EC 4.2.1.11)","GO:0004634|phosphopyruvate hydratase activity"
"fig|83332.12.peg.1140","Rv1024","PATRIC.83332.12.NC_000962.CDS.1145858.1146544.fwd",1145858,1146544,687,"+",,"PLF_1763_00084335","NP_215540.1",228,,"Cell division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage",
"fig|83332.12.peg.1141","Rv1025","PATRIC.83332.12.NC_000962.CDS.1146561.1147028.fwd",1146561,1147028,468,"+",,"PLF_1763_00001133","NP_215541.1",155,,"FIG004853: possible toxin to DivIC",
"fig|83332.12.peg.1142","Rv1026","PATRIC.83332.12.NC_000962.CDS.1147019.1147978.fwd",1147019,1147978,960,"+","FIG00066575","PLF_1763_00000530","NP_215542.1",319,,"Exopolyphosphatase (EC 3.6.1.11)","GO:0004309|exopolyphosphatase activity"
"fig|83332.12.peg.1143",,"PATRIC.83332.12.NC_000962.CDS.1148044.1148172.fwd",1148044,1148172,129,"+","FIG01357008","PLF_1763_00003545",,42,,"hypothetical protein",
"fig|83332.12.peg.1144","Rv1027c","PATRIC.83332.12.NC_000962.CDS.1148427.1149107.rev",1148427,1149107,681,"-","FIG00431356","PLF_1763_00001957","NP_215543.1",226,"kdpE","DNA-binding response regulator KdpE","GO:0000156|two-component response regulator activity;GO:0003677|DNA binding"
"fig|83332.12.peg.1145","Rv1028c","PATRIC.83332.12.NC_000962.CDS.1149104.1151686.rev",1149104,1151686,2583,"-","FIG00000846","PLF_1763_00000220","NP_215544.1",860,"kdpD","Osmosensitive K+ channel histidine kinase KdpD",
"fig|83332.12.peg.1146",,"PATRIC.83332.12.NC_000962.CDS.1151777.1151923.fwd",1151777,1151923,147,"+","FIG01334395","PLF_1763_00003214",,48,,"hypothetical protein",
"fig|83332.12.peg.1147","Rv1029","PATRIC.83332.12.NC_000962.CDS.1152012.1153727.fwd",1152012,1153727,1716,"+","FIG00002960","PLF_1763_00002895","NP_215545.1",571,"kdpA","Potassium-transporting ATPase A chain (EC 3.6.3.12) (TC 3.A.3.7.1)","GO:0008556|potassium-transporting ATPase activity"
"fig|83332.12.peg.1148","Rv1030","PATRIC.83332.12.NC_000962.CDS.1153739.1155853.fwd",1153739,1155853,2115,"+","FIG00046742","PLF_1763_00000270","NP_215546.1",704,"kdpB","Potassium-transporting ATPase B chain (EC 3.6.3.12) (TC 3.A.3.7.1)","GO:0008556|potassium-transporting ATPase activity"
"fig|83332.12.peg.10",,"PATRIC.83332.12.NC_000962.CDS.11555.11692.rev",11555,11692,138,"-","FIG00820132","PLF_1763_00003771",,45,,"hypothetical protein",
"fig|83332.12.peg.1149","Rv1031","PATRIC.83332.12.NC_000962.CDS.1155883.1156422.fwd",1155883,1156422,540,"+","FIG00007507","PLF_1763_00003108","NP_215547.1",179,"kdpC","Potassium-transporting ATPase C chain (EC 3.6.3.12) (TC 3.A.3.7.1)","GO:0008556|potassium-transporting ATPase activity"
"fig|83332.12.peg.1150","Rv1032c","PATRIC.83332.12.NC_000962.CDS.1156426.1157886.rev",1156426,1157886,1461,"-","FIG00000853","PLF_1763_00061647","NP_215548.1",486,"trcS","Two component system sensor histidine kinase TrcS",
"fig|83332.12.peg.1151","Rv1033c","PATRIC.83332.12.NC_000962.CDS.1157963.1158736.rev",1157963,1158736,774,"-","FIG01310367","PLF_1763_00015147","NP_215549.1",257,"trcR","Two component system response regulator TrcR",
"fig|83332.12.peg.1152","Rv1034c","PATRIC.83332.12.NC_000962.CDS.1158918.1159409.rev",1158918,1159409,492,"-","FIG01316038","PLF_1763_00002511","NP_215550.1",163,,"Transposase",
"fig|83332.12.peg.1153","Rv1035c","PATRIC.83332.12.NC_000962.CDS.1159375.1160061.rev",1159375,1160061,687,"-","FIG01336785","PLF_1763_00002489","NP_215551.1",228,,"Transposase",
"fig|83332.12.peg.1154","Rv1036c","PATRIC.83332.12.NC_000962.CDS.1160095.1160418.rev",1160095,1160418,324,"-","FIG01308891","PLF_1763_00003137","NP_215552.1",107,,"Transposase",
"fig|83332.12.peg.1155","Rv1037c","PATRIC.83332.12.NC_000962.CDS.1160544.1160828.rev",1160544,1160828,285,"-","FIG00820465","PLF_1763_00056537","NP_215553.1",94,"esxI","ESAT-6-like protein EsxI",
"fig|83332.12.peg.1156","Rv1038c","PATRIC.83332.12.NC_000962.CDS.1160855.1161151.rev",1160855,1161151,297,"-","FIG00821379","PLF_1763_00148824","NP_215554.1",98,"esxJ","ESAT-6-like protein EsxK",
"fig|83332.12.peg.1157","Rv1039c","PATRIC.83332.12.NC_000962.CDS.1161297.1162400.rev",1161297,1162400,1104,"-","FIG00013075","PLF_1763_00191027","YP_177778.1",367,"PPE15","PPE family protein, SVP subgroup => PPE15",
"fig|83332.12.peg.1158","Rv1040c","PATRIC.83332.12.NC_000962.CDS.1162549.1163376.rev",1162549,1163376,828,"-","FIG01433482","PLF_1763_00190891","YP_177779.1",275,"PE8","PE family protein => PE8",
"fig|83332.12.peg.1159",,"PATRIC.83332.12.NC_000962.CDS.1164164.1164403.rev",1164164,1164403,240,"-","FIG00822456","PLF_1763_00003504",,79,,"hypothetical protein",
"fig|83332.12.peg.1160","Rv1041c","PATRIC.83332.12.NC_000962.CDS.1164572.1165009.rev",1164572,1165009,438,"-","FIG01306568","PLF_1763_00000031","NP_215557.1",145,,"Mobile element protein",
"fig|83332.12.peg.1161","Rv1042c","PATRIC.83332.12.NC_000962.CDS.1165092.1165490.rev",1165092,1165490,399,"-","FIG01313737","PLF_1763_00000035","NP_215558.1",132,,"Mobile element protein",
"fig|83332.12.peg.1162","Rv1043c","PATRIC.83332.12.NC_000962.CDS.1165781.1166806.rev",1165781,1166806,1026,"-","FIG01308142","PLF_1763_00003967","NP_215559.1",341,,"hypothetical protein",
"fig|83332.12.peg.1163",,"PATRIC.83332.12.NC_000962.CDS.1167197.1167463.rev",1167197,1167463,267,"-","FIG00638284","PLF_1763_00016624",,88,,"hypothetical protein",
"fig|83332.12.peg.1164","Rv1044","PATRIC.83332.12.NC_000962.CDS.1167359.1167676.fwd",1167359,1167676,318,"+","FIG00820088","PLF_1763_00003496","NP_215560.1",105,,"Protein co-occurring with FIG00645039: hypothetical protein with HTH-domain",
"fig|83332.12.peg.1165","Rv1045","PATRIC.83332.12.NC_000962.CDS.1167673.1168554.fwd",1167673,1168554,882,"+","FIG00821114","PLF_1763_00000097","NP_215561.1",293,,"FIG00645039: hypothetical protein with HTH-domain",
"fig|83332.12.peg.1166",,"PATRIC.83332.12.NC_000962.CDS.1168636.1168734.rev",1168636,1168734,99,"-","FIG00820113","PLF_1763_00398011",,32,,"hypothetical protein",
"fig|83332.12.peg.1167","Rv1046c","PATRIC.83332.12.NC_000962.CDS.1168704.1169423.rev",1168704,1169423,720,"-","FIG00820113","PLF_1763_00070876","NP_215562.2",239,,"hypothetical protein",
"fig|83332.12.peg.1168","Rv1047","PATRIC.83332.12.NC_000962.CDS.1169375.1170670.fwd",1169375,1170670,1296,"+","FIG01306568","PLF_1763_00075507","NP_215563.1",431,,"Mobile element protein",
"fig|83332.12.peg.1169",,"PATRIC.83332.12.NC_000962.CDS.1170782.1170907.fwd",1170782,1170907,126,"+","FIG00823602","PLF_1763_00003956",,41,,"hypothetical protein",
"fig|83332.12.peg.1170","Rv1048c","PATRIC.83332.12.NC_000962.CDS.1171038.1171796.rev",1171038,1171796,759,"-","FIG00821060","PLF_1763_00003140","NP_215564.1",252,,"hypothetical protein",
"fig|83332.12.peg.1171",,"PATRIC.83332.12.NC_000962.CDS.1172110.1172313.rev",1172110,1172313,204,"-","FIG00820549","PLF_1763_00003022",,67,,"hypothetical protein",
"fig|83332.12.peg.1172","Rv1049","PATRIC.83332.12.NC_000962.CDS.1172386.1172832.fwd",1172386,1172832,447,"+","FIG00025887","PLF_1763_00002898","NP_215565.1",148,,"Transcriptional regulator, MarR family",
"fig|83332.12.peg.1173","Rv1050","PATRIC.83332.12.NC_000962.CDS.1172908.1173786.fwd",1172908,1173786,879,"+","FIG01955289","PLF_1763_00002911","NP_215566.1",292,,"Short-chain dehydrogenase/reductase SDR",
"fig|83332.12.peg.1174","Rv1051c","PATRIC.83332.12.NC_000962.CDS.1173945.1174700.rev",1173945,1174700,756,"-","FIG00821021","PLF_1763_00002757","NP_215567.1",251,,"FIG00645039: hypothetical protein with HTH-domain",
"fig|83332.12.peg.1175",,"PATRIC.83332.12.NC_000962.CDS.1174927.1175199.rev",1174927,1175199,273,"-","FIG01540159","PLF_1763_00003714",,90,,"hypothetical protein",
"fig|83332.12.peg.1176","Rv1052","PATRIC.83332.12.NC_000962.CDS.1175861.1176112.fwd",1175861,1176112,252,"+","FIG01495881","PLF_1763_00003067","NP_215568.1",83,,"hypothetical protein",
"fig|83332.12.peg.1177","Rv1053c","PATRIC.83332.12.NC_000962.CDS.1176011.1176286.rev",1176011,1176286,276,"-",,"PLF_1763_00012579","NP_215569.1",91,,"Mobile element protein",
"fig|83332.12.peg.1178",,"PATRIC.83332.12.NC_000962.CDS.1176372.1176485.fwd",1176372,1176485,114,"+","FIG01512848","PLF_1763_00004086",,37,,"hypothetical protein",
"fig|83332.12.peg.1179","Rv1054","PATRIC.83332.12.NC_000962.CDS.1177024.1177242.fwd",1177024,1177242,219,"+","FIG01116662","PLF_1763_00002709","NP_215570.2",72,,"Integrase",
