,id,AssemblyAccession,BioSampleAccn,BioSampleId,SubmitterOrganization,GenbankAccession,strain,host,collection_date,geo_loc_name,sample_type,link,env_broad_scale,env_local_scale,env_medium,isol_growth_condt,lat_lon,num_replicons,ref_biomaterial,isolation_source,collected_by,host_disease,isolate,depth,elev,derived-from,eLMSG_genome_id,eLMSG_link,metagenomic,environmental-sample,metagenome-source,passage_history,host_tissue_sampled,ENA first public,ENA last update,ENA-CHECKLIST,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,collection date,common name,geographic location (country and/or sea),geographic location (region and locality),host health state,host scientific name,host_clinical_signs,isolation source,sample name,assembly quality,assembly software,binning parameters,binning software,broker name,completeness score,completeness software,contamination score,environment (biome),environment (feature),environment (material),geographic location (latitude),geographic location (longitude),investigation type,metagenomic source,project name,sample derived from,sequencing method,taxonomic identity marker,biomaterial_provider,isolate_name_alias,SHEN,isolation-source,country,host_age,culture-collection,note,clone,type-material,collection-date,nat-host,region,pair,kk_code,tissue,source,PCR_DDGE,clade
GCA_027421115,15170881,GCA_027421115.1,SAMN28413011,28413011,an eLibrary of Microbial Systematics and Genomics,GCA_027421115.1,,,2016-12-08,"China: Guangdong, Yunfu",metagenomic assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/421/115/GCA_027421115.1_ASM2742111v1/GCA_027421115.1_ASM2742111v1.fna.gz,not collected,not collected,not collected,,22.96442 N 112.01401 E,,,sediment,,,clean4986,not collected,not collected,This BioSample is a metagenomic assembly obtained from the publicly available reads deposited in SRA accessions:SRR13213330,LMSG_G000009319.1,https://www.biosino.org/elmsg/record/MSG081604,1,1,mine drainage metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,China,,,,,,
GCA_027421055,15170861,GCA_027421055.1,SAMN28413012,28413012,an eLibrary of Microbial Systematics and Genomics,GCA_027421055.1,,,2016-12-08,"China: Guangdong, Yunfu",metagenomic assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/421/055/GCA_027421055.1_ASM2742105v1/GCA_027421055.1_ASM2742105v1.fna.gz,not collected,not collected,not collected,,22.96513 N 112.01455 E,,,sediment,,,clean4987,not collected,not collected,This BioSample is a metagenomic assembly obtained from the publicly available reads deposited in SRA accessions:SRR13213328,LMSG_G000009320.1,https://www.biosino.org/elmsg/record/MSG081605,1,1,mine drainage metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,China,,,,,,
GCA_027421065,15170851,GCA_027421065.1,SAMN28413014,28413014,an eLibrary of Microbial Systematics and Genomics,GCA_027421065.1,,,2016-12-07,"China: Hunan, Huangshaping",metagenomic assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/421/065/GCA_027421065.1_ASM2742106v1/GCA_027421065.1_ASM2742106v1.fna.gz,not collected,not collected,not collected,,25.67774 N 112.70612 E,,,sediment,,,clean4989,not collected,not collected,This BioSample is a metagenomic assembly obtained from the publicly available reads deposited in SRA accessions:SRR13203225,LMSG_G000009322.1,https://www.biosino.org/elmsg/record/MSG081607,1,1,mine drainage metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,China,,,,,,
GCA_027421035,15170841,GCA_027421035.1,SAMN28413013,28413013,an eLibrary of Microbial Systematics and Genomics,GCA_027421035.1,,,2016-12-08,"China: Guangdong, Yunfu",metagenomic assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/421/035/GCA_027421035.1_ASM2742103v1/GCA_027421035.1_ASM2742103v1.fna.gz,not collected,not collected,not collected,,22.96400 N 112.01499 E,,,sediment,,,clean4988,not collected,not collected,This BioSample is a metagenomic assembly obtained from the publicly available reads deposited in SRA accessions:SRR13213329,LMSG_G000009321.1,https://www.biosino.org/elmsg/record/MSG081606,1,1,mine drainage metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,China,,,,,,
GCA_027421005,15170831,GCA_027421005.1,SAMN28413015,28413015,an eLibrary of Microbial Systematics and Genomics,GCA_027421005.1,,,2016-12-07,"China: Guangxi, Dashan",metagenomic assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/421/005/GCA_027421005.1_ASM2742100v1/GCA_027421005.1_ASM2742100v1.fna.gz,not collected,not collected,not collected,,25.14957 N 107.50345 E,,,sediment,,,clean4990,not collected,not collected,This BioSample is a metagenomic assembly obtained from the publicly available reads deposited in SRA accessions:SRR13178663,LMSG_G000009323.1,https://www.biosino.org/elmsg/record/MSG081608,1,1,mine drainage metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,China,,,,,,
GCA_027420995,15170821,GCA_027420995.1,SAMN28413016,28413016,an eLibrary of Microbial Systematics and Genomics,GCA_027420995.1,,,2016-10-30,"China: Anhui, Wuhu",metagenomic assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/420/995/GCA_027420995.1_ASM2742099v1/GCA_027420995.1_ASM2742099v1.fna.gz,not collected,not collected,not collected,,31.08291 N 118.25676 E,,,sediment,,,clean4991,not collected,not collected,This BioSample is a metagenomic assembly obtained from the publicly available reads deposited in SRA accessions:SRR13304735,LMSG_G000009324.1,https://www.biosino.org/elmsg/record/MSG081609,1,1,mine drainage metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,China,,,,,,
GCA_027318765,15119621,GCA_027318765.1,SAMN28403782,28403782,an eLibrary of Microbial Systematics and Genomics,GCA_027318765.1,,,2016-12-08,"China: Jiangxi, Yinshan",metagenomic assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/318/765/GCA_027318765.1_ASM2731876v1/GCA_027318765.1_ASM2731876v1.fna.gz,not collected,not collected,not collected,,28.97724 N 117.60100 E,,,sediment,,,clean52,not collected,not collected,This BioSample is a metagenomic assembly obtained from the publicly available reads deposited in SRA accessions:SRR13203221,LMSG_G000004385.1,https://www.biosino.org/elmsg/record/MSG076670,1,1,mine drainage metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,China,,,,,,
GCA_024448255,13370521,GCA_024448255.1,SAMN25538162,25538162,UMR Vetagro sup / Anses,GCA_024448255.1,L15527,Bos taurus,2011-03-16,France:Haute-Garonne,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/448/255/GCA_024448255.1_ASM2444825v1/GCA_024448255.1_ASM2444825v1.fna.gz,,,,,missing,,,lung,"VIGIMYC, Anses laboratoire Lyon",BPIE,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,Europe,,,,,,
GCA_024396455,13346311,GCF_024396455.1,SAMN25538160,25538160,UMR Vetagro sup / Anses,GCA_024396455.1,F9160,Bos taurus,2014-05-25,France:Aveyron,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/396/455/GCA_024396455.1_ASM2439645v1/GCA_024396455.1_ASM2439645v1.fna.gz,,,,,missing,,,lung,"VIGIMYC, Anses laboratoire Lyon",BPIE,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,Europe,,,,,,
GCA_024396435,13346301,GCF_024396435.1,SAMN25538161,25538161,UMR Vetagro sup / Anses,GCA_024396435.1,L15762,Bos taurus,2012-02-17,France:Vendee,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/396/435/GCA_024396435.1_ASM2439643v1/GCA_024396435.1_ASM2439643v1.fna.gz,,,,,missing,,,lung,"VIGIMYC, Anses laboratoire Lyon",BPIE,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,Europe,,,,,,
GCA_022811785,12444011,GCA_022811785.1,SAMN16191152,16191152,University of Melbourne,GCA_022811785.1,Bowen_QLD_AUS_1993,cattle,1993,Australia:Queensland,whole organism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia,,,,,,,,Australia,,,,,,
GCA_022811765,12444001,GCA_022811765.1,SAMN16191141,16191141,University of Melbourne,GCA_022811765.1,Willowbank_QLD_AUS_2001,,2001,Australia:Queensland,whole organism,,,,,,,,,cattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia,,,,,,,,Australia,,,,,,
GCA_022221365,12134941,GCF_022221365.1,SAMN19471824,19471824,Universiteit Gent,GCA_022221365.1,Mb191,Bos taurus,2020-10,Belgium,culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/221/365/GCA_022221365.1_ASM2222136v1/GCA_022221365.1_ASM2222136v1.fna.gz,,,,,,,,BALf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_021497185,11772101,GCF_021497185.1,SAMN07417197,7417197,USDA/ARS/National Animal Disease Center,GCA_021497185.1,NADC83,Bison bison,2016,USA: Iowa,axenic culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/497/185/GCA_021497185.1_ASM2149718v1/GCA_021497185.1_ASM2149718v1.fna.gz,,,,,,,,lung from adult male,,,,,,,,,,,,6 passages in PPLO; picked once from a single colony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_021497165,11772091,GCF_021497165.1,SAMN07417198,7417198,USDA/ARS/National Animal Disease Center,GCA_021497165.1,NADC81,Bison bison,2017,Canada: Alberta,axenic culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/497/165/GCA_021497165.1_ASM2149716v1/GCA_021497165.1_ASM2149716v1.fna.gz,,,,,,,,nasal cavity from adult female,,,,,,,,,,,,5 passages in PPLO; picked once from a single colony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_021497145,11772081,GCF_021497145.1,SAMN07417199,7417199,USDA/ARS/National Animal Disease Center,GCA_021497145.1,NADC72,Bison bison,2012,USA: Iowa,axenic culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/497/145/GCA_021497145.1_ASM2149714v1/GCA_021497145.1_ASM2149714v1.fna.gz,,,,,,,,nasal cavity from 2-yr-old steer,,,,,,,,,,,,5 passages in PPLO; picked once from a single colony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_021497125,11772071,GCF_021497125.1,SAMN07417188,7417188,USDA/ARS/National Animal Disease Center,GCA_021497125.1,NADC53,Bison bison,2015,USA: South Dakota,axenic culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/497/125/GCA_021497125.1_ASM2149712v1/GCA_021497125.1_ASM2149712v1.fna.gz,,,,,,,,lung from feeder,,,,,,,,,,,,5 passages in PPLO; picked once from a single colony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_021497105,11772061,GCF_021497105.1,SAMN07152163,7152163,USDA/ARS/National Animal Disease Center,GCA_021497105.1,NADC51,Bison bison,2015,USA: Montana,axenic culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/497/105/GCA_021497105.1_ASM2149710v1/GCA_021497105.1_ASM2149710v1.fna.gz,,,,,,,,lung from 1 year-old female,,,,,,,,,,,,5 passages; picked once from a single colony,lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_021497085,11772051,GCF_021497085.1,SAMN07662835,7662835,USDA/ARS/National Animal Disease Center,GCA_021497085.1,KRB1,Odocoileus hemionus,2012,USA: Nevada,axenic culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/497/085/GCA_021497085.1_ASM2149708v1/GCA_021497085.1_ASM2149708v1.fna.gz,,,,,,,,lung,,,,,,,,,,,,5 passages in PPLO; picked once from a single colony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,USA,,,,,,
GCA_009156025,11247241,GCF_009156025.2,SAMN12340981,12340981,INRA,GCA_009156025.2,RM16,Bos taurus,2016,"France: Cantal, 15",whole organism,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/156/025/GCA_009156025.2_ASM915602v2/GCA_009156025.2_ASM915602v2.fna.gz,,,,,,,,transtracheal aspirate,"Renaud Maillard, ENVT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,Europe,,,,,,
GCA_020423945,11163031,GCF_020423945.1,SAMEA6874030,15417561,Universidad de Murcia,GCA_020423945.1,J69,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/945/GCA_020423945.1_ASM2042394v1/GCA_020423945.1_ASM2042394v1.fna.gz,,,,,,,,,,,J69,,,,,,,,,,,2020-06-30,2020-06-04,ERC000028,SAMEA6874030,Universidad de Murcia,Universidad de Murcia,2020-06-30T17:05:28Z,2020-06-04T16:57:38Z,public,J69,2016,Mycoplasma bovis,Spain,Valencian Community,diseased,Bos taurus,Respiratory disease,Auricular swab,J69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_020423985,11163021,GCF_020423985.1,SAMEA6874029,15417560,Universidad de Murcia,GCA_020423985.1,J28,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/985/GCA_020423985.1_ASM2042398v1/GCA_020423985.1_ASM2042398v1.fna.gz,,,,,,,,,,,J28,,,,,,,,,,,2020-06-30,2020-06-04,ERC000028,SAMEA6874029,Universidad de Murcia,Universidad de Murcia,2020-06-30T17:05:28Z,2020-06-04T16:57:38Z,public,J28,2016,Mycoplasma bovis,Spain,Valencian Community,healthy,Bos taurus,,nasal swab,J28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_020423955,11163011,GCF_020423955.1,SAMEA6874031,15417562,Universidad de Murcia,GCA_020423955.1,J72,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/955/GCA_020423955.1_ASM2042395v1/GCA_020423955.1_ASM2042395v1.fna.gz,,,,,,,,,,,J72,,,,,,,,,,,2020-06-30,2020-06-04,ERC000028,SAMEA6874031,Universidad de Murcia,Universidad de Murcia,2020-06-30T17:05:28Z,2020-06-04T16:57:38Z,public,J72,2016,Mycoplasma bovis,Spain,Valencian Community,diseased,Bos taurus,Respiratory disease,Lung swab,J72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_020423915,11163001,GCF_020423915.1,SAMEA6874033,15417564,Universidad de Murcia,GCA_020423915.1,J96,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/915/GCA_020423915.1_ASM2042391v1/GCA_020423915.1_ASM2042391v1.fna.gz,,,,,,,,,,,J96,,,,,,,,,,,2020-06-30,2020-06-04,ERC000028,SAMEA6874033,Universidad de Murcia,Universidad de Murcia,2020-06-30T17:05:28Z,2020-06-04T16:57:38Z,public,J96,2016,Mycoplasma bovis,Spain,Valencian Community,diseased,Bos taurus,Respiratory disease,Spleen swab,J96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_020423895,11162991,GCF_020423895.1,SAMEA6874035,15417566,Universidad de Murcia,GCA_020423895.1,J115,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/895/GCA_020423895.1_ASM2042389v1/GCA_020423895.1_ASM2042389v1.fna.gz,,,,,,,,,,,J115,,,,,,,,,,,2020-06-30,2020-06-04,ERC000028,SAMEA6874035,Universidad de Murcia,Universidad de Murcia,2020-06-30T17:05:28Z,2020-06-04T16:57:38Z,public,J115,2016,Mycoplasma bovis,Spain,Valencian Community,diseased,Bos taurus,Respiratory disease,Auricular swab,J115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_020423885,11162981,GCF_020423885.1,SAMEA6874034,15417565,Universidad de Murcia,GCA_020423885.1,J103,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/885/GCA_020423885.1_ASM2042388v1/GCA_020423885.1_ASM2042388v1.fna.gz,,,,,,,,,,,J103,,,,,,,,,,,2020-06-30,2020-06-04,ERC000028,SAMEA6874034,Universidad de Murcia,Universidad de Murcia,2020-06-30T17:05:28Z,2020-06-04T16:57:38Z,public,J103,2016,Mycoplasma bovis,Spain,Valencian Community,diseased,Bos taurus,Respiratory disease,Lung swab,J103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_020423845,11162971,GCF_020423845.1,SAMEA6874037,15417568,Universidad de Murcia,GCA_020423845.1,J136,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/845/GCA_020423845.1_ASM2042384v1/GCA_020423845.1_ASM2042384v1.fna.gz,,,,,,,,,,,J136,,,,,,,,,,,2020-06-30,2020-06-04,ERC000028,SAMEA6874037,Universidad de Murcia,Universidad de Murcia,2020-06-30T17:05:28Z,2020-06-04T16:57:38Z,public,J136,2017,Mycoplasma bovis,Spain,Region of Murcia,healthy,Bos taurus,,Auricular swab,J136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_020423855,11162961,GCF_020423855.1,SAMEA6874036,15417567,Universidad de Murcia,GCA_020423855.1,J131,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/855/GCA_020423855.1_ASM2042385v1/GCA_020423855.1_ASM2042385v1.fna.gz,,,,,,,,,,,J131,,,,,,,,,,,2020-06-30,2020-06-04,ERC000028,SAMEA6874036,Universidad de Murcia,Universidad de Murcia,2020-06-30T17:05:28Z,2020-06-04T16:57:38Z,public,J131,2017,Mycoplasma bovis,Spain,Region of Murcia,diseased,Bos taurus,Arthritis,Auricular swab,J131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_020423825,11162951,GCF_020423825.1,SAMEA6874039,15417570,Universidad de Murcia,GCA_020423825.1,J175,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/825/GCA_020423825.1_ASM2042382v1/GCA_020423825.1_ASM2042382v1.fna.gz,,,,,,,,,,,J175,,,,,,,,,,,2020-06-30,2020-06-04,ERC000028,SAMEA6874039,Universidad de Murcia,Universidad de Murcia,2020-06-30T17:05:28Z,2020-06-04T16:57:38Z,public,J175,2017,Mycoplasma bovis,Spain,Region of Murcia,healthy,Bos taurus,,nasal swab,J175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_020423805,11162941,GCF_020423805.1,SAMEA6874041,15417572,Universidad de Murcia,GCA_020423805.1,J226,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/805/GCA_020423805.1_ASM2042380v1/GCA_020423805.1_ASM2042380v1.fna.gz,,,,,,,,,,,J226,,,,,,,,,,,2020-06-30,2020-06-04,ERC000028,SAMEA6874041,Universidad de Murcia,Universidad de Murcia,2020-06-30T17:05:28Z,2020-06-04T16:57:38Z,public,J226,2017,Mycoplasma bovis,Spain,Region of Murcia,diseased,Bos taurus,Respiratory disease,Lung swab,J226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_020423775,11162931,GCF_020423775.1,SAMEA6874040,15417571,Universidad de Murcia,GCA_020423775.1,J178,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/775/GCA_020423775.1_ASM2042377v1/GCA_020423775.1_ASM2042377v1.fna.gz,,,,,,,,,,,J178,,,,,,,,,,,2020-06-30,2020-06-04,ERC000028,SAMEA6874040,Universidad de Murcia,Universidad de Murcia,2020-06-30T17:05:28Z,2020-06-04T16:57:38Z,public,J178,2017,Mycoplasma bovis,Spain,Region of Murcia,healthy,Bos taurus,,nasal swab,J178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_020423765,11162921,GCF_020423765.1,SAMEA6874046,15417577,Universidad de Murcia,GCA_020423765.1,J295,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/765/GCA_020423765.1_ASM2042376v1/GCA_020423765.1_ASM2042376v1.fna.gz,,,,,,,,,,,J295,,,,,,,,,,,2020-06-30,2020-06-04,ERC000028,SAMEA6874046,Universidad de Murcia,Universidad de Murcia,2020-06-30T17:05:28Z,2020-06-04T16:57:38Z,public,J295,2017,Mycoplasma bovis,Spain,Castile and Leon,healthy,Bos taurus,,nasal swab,J295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_020423745,11162911,GCF_020423745.1,SAMEA6874043,15417574,Universidad de Murcia,GCA_020423745.1,J233,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/745/GCA_020423745.1_ASM2042374v1/GCA_020423745.1_ASM2042374v1.fna.gz,,,,,,,,,,,J233,,,,,,,,,,,2020-06-30,2020-06-04,ERC000028,SAMEA6874043,Universidad de Murcia,Universidad de Murcia,2020-06-30T17:05:28Z,2020-06-04T16:57:38Z,public,J233,2017,Mycoplasma bovis,Spain,Valencian Community,diseased,Bos taurus,Respiratory disease,nasal swab,J233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_020423725,11162901,GCF_020423725.1,SAMEA6874047,15417578,Universidad de Murcia,GCA_020423725.1,J305,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/725/GCA_020423725.1_ASM2042372v1/GCA_020423725.1_ASM2042372v1.fna.gz,,,,,,,,,,,J305,,,,,,,,,,,2020-06-30,2020-06-04,ERC000028,SAMEA6874047,Universidad de Murcia,Universidad de Murcia,2020-06-30T17:05:28Z,2020-06-04T16:57:38Z,public,J305,2017,Mycoplasma bovis,Spain,Castile and Leon,healthy,Bos taurus,,nasal swab,J305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_020423705,11162891,GCF_020423705.1,SAMEA6874051,15417582,Universidad de Murcia,GCA_020423705.1,J336,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/705/GCA_020423705.1_ASM2042370v1/GCA_020423705.1_ASM2042370v1.fna.gz,,,,,,,,,,,J336,,,,,,,,,,,2020-06-30,2020-06-04,ERC000028,SAMEA6874051,Universidad de Murcia,Universidad de Murcia,2020-06-30T17:05:28Z,2020-06-04T16:57:38Z,public,J336,2017,Mycoplasma bovis,Spain,Region of Murcia,healthy,Bos taurus,,nasal swab,J336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_020423685,11162881,GCF_020423685.1,SAMEA6874049,15417580,Universidad de Murcia,GCA_020423685.1,J330,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/685/GCA_020423685.1_ASM2042368v1/GCA_020423685.1_ASM2042368v1.fna.gz,,,,,,,,,,,J330,,,,,,,,,,,2020-06-30,2020-06-04,ERC000028,SAMEA6874049,Universidad de Murcia,Universidad de Murcia,2020-06-30T17:05:28Z,2020-06-04T16:57:38Z,public,J330,2017,Mycoplasma bovis,Spain,Region of Murcia,diseased,Bos taurus,Respiratory disease,nasal swab,J330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_020423665,11162871,GCF_020423665.1,SAMEA6874044,15417575,Universidad de Murcia,GCA_020423665.1,J276,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/665/GCA_020423665.1_ASM2042366v1/GCA_020423665.1_ASM2042366v1.fna.gz,,,,,,,,,,,J276,,,,,,,,,,,2020-06-30,2020-06-04,ERC000028,SAMEA6874044,Universidad de Murcia,Universidad de Murcia,2020-06-30T17:05:28Z,2020-06-04T16:57:38Z,public,J276,2017,Mycoplasma bovis,Spain,Castile and Leon,diseased,Bos taurus,Respiratory disease,nasal swab,J276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_020423645,11162861,GCF_020423645.1,SAMEA6874048,15417579,Universidad de Murcia,GCA_020423645.1,J319,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/645/GCA_020423645.1_ASM2042364v1/GCA_020423645.1_ASM2042364v1.fna.gz,,,,,,,,,,,J319,,,,,,,,,,,2020-06-30,2020-06-04,ERC000028,SAMEA6874048,Universidad de Murcia,Universidad de Murcia,2020-06-30T17:05:28Z,2020-06-04T16:57:38Z,public,J319,2017,Mycoplasma bovis,Spain,Castile-La Mancha,diseased,Bos taurus,Mastitis,Mastitic milk,J319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_020423615,11162851,GCF_020423615.1,SAMEA6874052,15417583,Universidad de Murcia,GCA_020423615.1,J341,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/615/GCA_020423615.1_ASM2042361v1/GCA_020423615.1_ASM2042361v1.fna.gz,,,,,,,,,,,J341,,,,,,,,,,,2020-06-30,2020-06-04,ERC000028,SAMEA6874052,Universidad de Murcia,Universidad de Murcia,2020-06-30T17:05:28Z,2020-06-04T16:57:38Z,public,J341,2017,Mycoplasma bovis,Spain,Region of Murcia,healthy,Bos taurus,,nasal swab,J341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_020423605,11162841,GCF_020423605.1,SAMEA6874050,15417581,Universidad de Murcia,GCA_020423605.1,J335,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/605/GCA_020423605.1_ASM2042360v1/GCA_020423605.1_ASM2042360v1.fna.gz,,,,,,,,,,,J335,,,,,,,,,,,2020-06-30,2020-06-04,ERC000028,SAMEA6874050,Universidad de Murcia,Universidad de Murcia,2020-06-30T17:05:28Z,2020-06-04T16:57:38Z,public,J335,2017,Mycoplasma bovis,Spain,Region of Murcia,healthy,Bos taurus,,nasal swab,J335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_020423585,11162831,GCF_020423585.1,SAMEA6874053,15417584,Universidad de Murcia,GCA_020423585.1,J356,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/585/GCA_020423585.1_ASM2042358v1/GCA_020423585.1_ASM2042358v1.fna.gz,,,,,,,,,,,J356,,,,,,,,,,,2020-06-30,2020-06-04,ERC000028,SAMEA6874053,Universidad de Murcia,Universidad de Murcia,2020-06-30T17:05:28Z,2020-06-04T16:57:38Z,public,J356,2017,Mycoplasma bovis,Spain,Region of Murcia,healthy,Bos taurus,,nasal swab,J356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
